Identifier ,Term,Also known as,See Also,Definition ,Notes/Additional Info,External Identifier,External Version Number ,License ,Source,Link 
fairsem:178,Simple Knowledge Organization System,SKOS,,"Simple Knowledge Organization System (SKOS) is a W3C recommendation designed for representation of thesauri, classification schemes, taxonomies, subject-heading systems, or any other type of structured controlled vocabulary. SKOS is part of the Semantic Web family of standards built upon RDF and RDFS, and its main objective is to enable easy publication and use of such vocabularies as linked data. ",Source: Wikipedia.org,,,,PoolParty,https://www.poolparty.biz/glossary/simple-knowledge-organization-system?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/545
fairsem:179,SPARQL,,,"SPARQL is an RDF query language, that is, a semantic query language for databases, able to retrieve and manipulate data stored in Resource Description Framework (RDF) format. It was made a standard by the World Wide Web Consortium, and is recognized as one of the key technologies of the semantic web. SPARQL allows for a query to consist of triple patterns, conjunctions, disjunctions, and optional patterns. ",Source: Wikipedia.org,,,,PoolParty,https://www.poolparty.biz/glossary/sparql?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/163
fairsem:18,Terminological Entry,,,Part of a terminological data collection which contains the terminological data related to one concept. ,,ISO 1087-1:2000,,,Termcoord,https://termcoord.eu/glossary-of-terminology-management/
fairsem:180,Taxonomy Management,,,Taxonomy Management is the practice and science of classification according to natural relationships. Taxonomies help to categorise content based on a controlled vocabulary.,,,,,PoolParty,https://www.poolparty.biz/glossary/taxonomy-management?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/781
fairsem:181,Technical documentation,,,"Technical documentation comes along with a complex publishing process. Semantic solutions support structured content and component management systems that started to be used for technical documentation, but are curently spreading to other content-intense domains.",,,,,PoolParty,https://www.poolparty.biz/glossary/technical-documentation?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/1094
fairsem:182,Text Analytics,,Text Mining,"Text analytics, also referred to as text mining is the process of deriving high-quality information from text. High-quality information is typically derived through the devising of patterns and trends through means such as statistical pattern learning. Text mining usually involves the process of structuring the input text (usually parsing, along with the addition of some derived linguistic features and the removal of others, and subsequent insertion into a database), deriving patterns within the structured data, and finally evaluation and interpretation of the output. 'High quality' in text mining usually refers to some combination of relevance, novelty, and interestingness. Typical text mining tasks include text categorization, text clustering, concept/entity extraction, production of granular taxonomies, sentiment analysis, document summarization, and entity relation modelling (i.e., learning relations between named entities). ",,,,,PoolParty,https://www.poolparty.biz/glossary/text-analytics?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/1069
fairsem:183,Virtuoso Integration,,,"Virtuoso Universal Server is a middleware and database engine hybrid that combines the functionality of a traditional Relational database management system (RDBMS), Object-relational database (ORDBMS), virtual database, RDF, XML, free-text, web application server and file server functionality in a single system. ",,,,,PoolParty,https://www.poolparty.biz/glossary/virtuoso-integration?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/82
fairsem:184,Vocabulary Mapping,,,"Different departments may need different taxonomy versions. The mapping functionality can automatically detect the same concepts across taxonomies or projects, which can then be linked with each other. Overall consistency is maintained. By linking taxonomies, knowledge models become even more expressive.",,,,,PoolParty,https://www.poolparty.biz/glossary/vocabulary-mapping?uri=http://vocabulary.semantic-web.com/ppknowledgegraph/270
fairsem:185,Application Profile,,,"An application profile is a metadata design specification that uses a selection of terms from multiple metadata vocabularies, with added constraints, to meet application-specific requirements.  In the Dublin Core context, application profiles are ideally based on, or compatible with, vocabularies defined in RDF.",,,,CC-BY 3.0,Dublin Core Metadata Intitiative (DCMI) ,http://www.dublincore.org/resources/glossary/
fairsem:186,Competency Index,,,"A Competency Index is a set of topically arranged assertions of the knowledge, skills, and habits of mind required for professional practice in a given area of practice. DCMI's Linked Data Competency Index, for example, provides an overview, or map, of the Linked Data field both for independent learners who want to learn Linked Data methods and technology, and for professors or trainers who want to design and teach courses on the subject.",,,,CC-BY 3.0,Dublin Core Metadata Intitiative (DCMI) ,http://www.dublincore.org/resources/glossary/
fairsem:187,Concept Scheme,,Ontology; SKOS; ,"Concept Scheme is basically a synonym for Ontology, though concept schemes are most commonly associated with Simple Knowledge Organization System (SKOS), a data model for knowledge organization systems that was designed for maximum semantic simplicity.",,,,CC-BY 3.0,Dublin Core Metadata Intitiative (DCMI) ,http://www.dublincore.org/resources/glossary/
fairsem:188,DCMI Abstract Model,DCAM,,"The DCMI Abstract Model (""DCAM""), developed between 2003 and 2007 and now considered superseded by newer models, described the design of metadata records in terms of structural components, such as Descriptions, Statements, Properties, and (literal or non-literal) Values, in order to enable structural validation of RDF-based metadata.",,,,CC-BY 3.0,Dublin Core Metadata Intitiative (DCMI) ,http://www.dublincore.org/resources/glossary/
fairsem:189,DCMI Metadata Terms,,,"The Properties, Classes, Vocabulary Encoding Schemes, and Datatypes declared and maintained by the Dublin Core Metadata Initiative are collectively referred to as DCMI Metadata Terms.  Property, Class, and Datatype (aka Syntax Encoding Scheme) are defined exactly as in RDF, while a Vocabulary Encoding Scheme is equivalent to the identifier for a SKOS Concept Scheme.",,,,CC-BY 3.0,Dublin Core Metadata Intitiative (DCMI) ,http://www.dublincore.org/resources/glossary/
fairsem:19,Word,,,Smallest linguistic unit conveying a specific meaning and capable of existing as a separate unit in a sentence. ,,ISO 5127:2001,,,Termcoord,https://termcoord.eu/glossary-of-terminology-management/
fairsem:190,Description Set Profile,DC-DSP,,"The 2008 draft ""Description Set Profiles: a constraint language for Dublin Core application profiles"" (DC-DSP) provided a language for specifying constraints on the structural components of a Description Set as defined by the DCMI Abstract Model. DC-DSP expressed sets of constraints as ""templates"" against which RDF graph-based instance metadata (records) could be matched (validated) - an idea achievable today using the newer technologies, inspired in part by DC-DSP, Shape Expressions Language (ShEx) and Shapes Constraint Language (SHACL).",,,,CC-BY 3.0,Dublin Core Metadata Intitiative (DCMI) ,http://www.dublincore.org/resources/glossary/
